,0
0,2.204081632653061
1,0.6530612244897959
2,0.7142857142857143
3,0.7959183673469388
4,1.0612244897959184
5,1.5918367346938775
6,2.1020408163265305
7,4.040816326530612
8,0.8163265306122449
9,0.20408163265306123
10,1.0612244897959184
11,0.6326530612244898
12,4.469387755102041
13,3.4489795918367347
14,2.142857142857143
15,2.3469387755102042
16,1.9795918367346939
17,1.2653061224489797
18,2.142857142857143
19,1.9795918367346939
20,2.4693877551020407
