,0
0,4.489795918367347
1,1.9795918367346939
2,4.142857142857143
3,1.3265306122448979
4,0.2653061224489796
5,0.1836734693877551
6,3.693877551020408
7,3.63265306122449
8,2.142857142857143
9,0.4897959183673469
10,0.4489795918367347
11,0.20408163265306123
12,1.6734693877551021
13,1.4081632653061225
14,0.22448979591836735
15,0.0
16,0.0
17,0.1836734693877551
18,1.2448979591836735
19,0.24489795918367346
20,0.125
