id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,network_id,participant_id,awaiting_async_process,pending_async_processes,failed_async_processes,degree,child_id,seed,definition,vertex_id,dependent_vertex_ids,target_num_trials,stimulus_id,phase,participant_group,block,has_media,s3_bucket,remote_media_dir,media_id
1,2023-04-10 21:02:08.784186,,,,,,f,,,{},graph_chain_source,2,,f,{},{},,,"[{""content"": [2, 1, 0, 2, 1, 0, 0, 0, 1], ""is_center"": true, ""vertex_id"": 46}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 0, 1, 0, 0, 1, 1, 2], ""is_center"": false, ""vertex_id"": 44}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}, {""content"": [2, 0, 2, 1, 1, 0, 1, 2, 1], ""is_center"": false, ""vertex_id"": 40}]",{},,,,,,,,,,,
4,2023-04-10 21:02:08.856806,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,3,,f,{},{},1,137,"[{""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": true, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 1, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 46}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [2, 2, 2, 0, 0, 2, 2, 1, 0], ""is_center"": false, ""vertex_id"": 22}]","[{""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": true, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 1, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 46}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [2, 2, 2, 0, 0, 2, 2, 1, 0], ""is_center"": false, ""vertex_id"": 22}]",48,"[46, 4, 26, 22]",,,,,,,,,
3,2023-04-10 21:02:08.838411,,,,,,f,,,{},graph_chain_source,3,,f,{},{},,,"[{""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": true, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 1, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 46}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [2, 2, 2, 0, 0, 2, 2, 1, 0], ""is_center"": false, ""vertex_id"": 22}]",{},,,,,,,,,,,
5,2023-04-10 21:02:08.876576,,,,,,f,,,{},graph_chain_source,4,,f,{},{},,,"[{""content"": [2, 1, 1, 2, 0, 0, 0, 0, 1], ""is_center"": true, ""vertex_id"": 39}, {""content"": [0, 1, 2, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 42}, {""content"": [2, 2, 1, 2, 2, 2, 0, 2, 1], ""is_center"": false, ""vertex_id"": 19}, {""content"": [2, 2, 0, 2, 1, 1, 2, 2, 2], ""is_center"": false, ""vertex_id"": 9}, {""content"": [2, 2, 2, 0, 2, 2, 0, 1, 1], ""is_center"": false, ""vertex_id"": 35}]",{},,,,,,,,,,,
68,2023-04-10 21:02:09.894502,,,,,,f,,,{},Stimulus,1,,f,{},{},,,{},"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-3.jpg"", ""label"": ""3"", ""correct_answer"": ""29""}",,,,,,,,,,,
70,2023-04-10 21:02:09.903129,,,,,,f,,,{},StimulusVersion,1,,f,{},{},,,{},{},,,,68,screening,default,default,f,,,
72,2023-04-10 21:02:09.911009,,,,,,f,,,{},Stimulus,1,,f,{},{},,,{},"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-4.jpg"", ""label"": ""4"", ""correct_answer"": ""5""}",,,,,,,,,,,
73,2023-04-10 21:02:09.919731,,,,,,f,,,{},StimulusVersion,1,,f,{},{},,,{},{},,,,72,screening,default,default,f,,,
294,2023-04-10 21:22:08.435785,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,41,,f,{},{},5,328,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 40}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 12}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 28}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 46}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 5}]","[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 40}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 12}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 28}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 46}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 5}]",40,"[46, 12, 28, 5]",,,,,,,,,
7,2023-04-10 21:02:08.911541,,,,,,f,,,{},graph_chain_source,5,,f,{},{},,,"[{""content"": [0, 1, 2, 1, 1, 2, 1, 0, 0], ""is_center"": true, ""vertex_id"": 42}, {""content"": [2, 1, 1, 2, 0, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 39}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}, {""content"": [2, 0, 2, 0, 1, 0, 2, 0, 2], ""is_center"": false, ""vertex_id"": 6}]",{},,,,,,,,,,,
9,2023-04-10 21:02:08.945047,,,,,,f,,,{},graph_chain_source,6,,f,{},{},,,"[{""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": true, ""vertex_id"": 0}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 41}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}]",{},,,,,,,,,,,
8,2023-04-10 21:02:08.924379,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,5,,f,{},{},1,140,"[{""content"": [0, 1, 2, 1, 1, 2, 1, 0, 0], ""is_center"": true, ""vertex_id"": 42}, {""content"": [2, 1, 1, 2, 0, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 39}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}, {""content"": [2, 0, 2, 0, 1, 0, 2, 0, 2], ""is_center"": false, ""vertex_id"": 6}]","[{""content"": [0, 1, 2, 1, 1, 2, 1, 0, 0], ""is_center"": true, ""vertex_id"": 42}, {""content"": [2, 1, 1, 2, 0, 0, 0, 0, 1], ""is_center"": false, ""vertex_id"": 39}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}, {""content"": [2, 0, 2, 0, 1, 0, 2, 0, 2], ""is_center"": false, ""vertex_id"": 6}]",42,"[39, 3, 10, 6]",,,,,,,,,
74,2023-04-10 21:02:09.927387,,,,,,f,,,{},Stimulus,1,,f,{},{},,,{},"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-5.jpg"", ""label"": ""5"", ""correct_answer"": ""3""}",,,,,,,,,,,
76,2023-04-10 21:02:09.93581,,,,,,f,,,{},StimulusVersion,1,,f,{},{},,,{},{},,,,74,screening,default,default,f,,,
78,2023-04-10 21:02:09.943246,,,,,,f,,,{},Stimulus,1,,f,{},{},,,{},"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-6.jpg"", ""label"": ""6"", ""correct_answer"": ""15""}",,,,,,,,,,,
79,2023-04-10 21:02:09.952884,,,,,,f,,,{},StimulusVersion,1,,f,{},{},,,{},{},,,,78,screening,default,default,f,,,
11,2023-04-10 21:02:08.985888,,,,,,f,,,{},graph_chain_source,7,,f,{},{},,,"[{""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 14}, {""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 1, 1, 2, 2, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 28}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}]",{},,,,,,,,,,,
405,2023-04-10 21:30:21.253633,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,32,,f,{},{},7,454,"[{""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": true, ""vertex_id"": 21}, {""content"": [2, 2, 2, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 27}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 41}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 24}]","[{""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": true, ""vertex_id"": 21}, {""content"": [2, 2, 2, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 27}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 41}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 24}]",21,"[24, 41, 43, 27]",,,,,,,,,
13,2023-04-10 21:02:09.021914,,,,,,f,,,{},graph_chain_source,8,,f,{},{},,,"[{""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": true, ""vertex_id"": 11}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [1, 2, 0, 1, 0, 1, 2, 2, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [2, 2, 1, 0, 2, 1, 2, 0, 1], ""is_center"": false, ""vertex_id"": 45}, {""content"": [0, 2, 1, 0, 2, 1, 1, 0, 0], ""is_center"": false, ""vertex_id"": 29}]",{},,,,,,,,,,,
10,2023-04-10 21:02:08.963116,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,6,,f,{},{},1,123,"[{""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": true, ""vertex_id"": 0}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 41}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}]","[{""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": true, ""vertex_id"": 0}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 41}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}]",0,"[14, 41, 38, 10]",,,,,,,,,
12,2023-04-10 21:02:08.999414,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,7,,f,{},{},1,152,"[{""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 14}, {""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 1, 1, 2, 2, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 28}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}]","[{""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 14}, {""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 1, 1, 2, 2, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 28}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}, {""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": false, ""vertex_id"": 4}]",14,"[0, 28, 25, 4]",,,,,,,,,
15,2023-04-10 21:02:09.055757,,,,,,f,,,{},graph_chain_source,9,,f,{},{},,,"[{""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": true, ""vertex_id"": 23}, {""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": false, ""vertex_id"": 11}, {""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 13}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [2, 1, 1, 1, 1, 0, 2, 2, 2], ""is_center"": false, ""vertex_id"": 8}]",{},,,,,,,,,,,
272,2023-04-10 21:20:40.779283,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,43,,f,{},{},5,329,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 31}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 27}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 19}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 37}]","[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 31}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 27}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 19}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 37}]",31,"[4, 19, 27, 37]",,,,,,,,,
17,2023-04-10 21:02:09.088565,,,,,,f,,,{},graph_chain_source,10,,f,{},{},,,"[{""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": true, ""vertex_id"": 4}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 0, 0, 2, 2, 2, 2, 0, 0], ""is_center"": false, ""vertex_id"": 34}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 1], ""is_center"": false, ""vertex_id"": 31}]",{},,,,,,,,,,,
14,2023-04-10 21:02:09.035376,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,8,,f,{},{},1,117,"[{""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": true, ""vertex_id"": 11}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [1, 2, 0, 1, 0, 1, 2, 2, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [2, 2, 1, 0, 2, 1, 2, 0, 1], ""is_center"": false, ""vertex_id"": 45}, {""content"": [0, 2, 1, 0, 2, 1, 1, 0, 0], ""is_center"": false, ""vertex_id"": 29}]","[{""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": true, ""vertex_id"": 11}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [1, 2, 0, 1, 0, 1, 2, 2, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [2, 2, 1, 0, 2, 1, 2, 0, 1], ""is_center"": false, ""vertex_id"": 45}, {""content"": [0, 2, 1, 0, 2, 1, 1, 0, 0], ""is_center"": false, ""vertex_id"": 29}]",11,"[23, 36, 45, 29]",,,,,,,,,
16,2023-04-10 21:02:09.067996,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,9,,f,{},{},1,132,"[{""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": true, ""vertex_id"": 23}, {""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": false, ""vertex_id"": 11}, {""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 13}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [2, 1, 1, 1, 1, 0, 2, 2, 2], ""is_center"": false, ""vertex_id"": 8}]","[{""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": true, ""vertex_id"": 23}, {""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": false, ""vertex_id"": 11}, {""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 13}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [2, 1, 1, 1, 1, 0, 2, 2, 2], ""is_center"": false, ""vertex_id"": 8}]",23,"[11, 13, 3, 8]",,,,,,,,,
19,2023-04-10 21:02:09.122656,,,,,,f,,,{},graph_chain_source,11,,f,{},{},,,"[{""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": true, ""vertex_id"": 13}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [1, 0, 1, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}]",{},,,,,,,,,,,
546,2023-04-10 21:47:30.768151,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,14,,f,{},{},10,573,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 20}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 41}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 35}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 32}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 6}]","[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 20}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 41}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 35}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 32}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 6}]",20,"[6, 35, 32, 41]",,,,,,,,,
21,2023-04-10 21:02:09.15433,,,,,,f,,,{},graph_chain_source,12,,f,{},{},,,"[{""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": true, ""vertex_id"": 26}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 13}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}]",{},,,,,,,,,,,
18,2023-04-10 21:02:09.101798,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,10,,f,{},{},1,118,"[{""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": true, ""vertex_id"": 4}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 0, 0, 2, 2, 2, 2, 0, 0], ""is_center"": false, ""vertex_id"": 34}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 1], ""is_center"": false, ""vertex_id"": 31}]","[{""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": true, ""vertex_id"": 4}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 0, 0, 2, 2, 2, 2, 0, 0], ""is_center"": false, ""vertex_id"": 34}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 1], ""is_center"": false, ""vertex_id"": 31}]",4,"[48, 14, 34, 31]",,,,,,,,,
20,2023-04-10 21:02:09.135168,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,11,,f,{},{},1,153,"[{""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": true, ""vertex_id"": 13}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [1, 0, 1, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}]","[{""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": true, ""vertex_id"": 13}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [1, 0, 1, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}]",13,"[23, 26, 43, 24]",,,,,,,,,
23,2023-04-10 21:02:09.186912,,,,,,f,,,{},graph_chain_source,13,,f,{},{},,,"[{""content"": [2, 0, 2, 0, 1, 0, 2, 0, 2], ""is_center"": true, ""vertex_id"": 6}, {""content"": [0, 1, 2, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 42}, {""content"": [2, 0, 1, 1, 0, 0, 0, 1, 0], ""is_center"": false, ""vertex_id"": 20}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}, {""content"": [1, 2, 2, 1, 2, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 30}]",{},,,,,,,,,,,
296,2023-04-10 21:22:14.673416,,,,,,f,,,"{""propagate_failure"": ""true""}",graph_chain_node,8,,f,{},{},5,330,"[{""content"": [1, 1, 1, 1, 2, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 11}, {""content"": [2, 2, 2, 2, 0, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 29}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 45}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 23}]","[{""content"": [1, 1, 1, 1, 2, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 11}, {""content"": [2, 2, 2, 2, 0, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 29}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 45}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 23}]",11,"[23, 36, 45, 29]",,,,,,,,,
25,2023-04-10 21:02:09.220418,,,,,,f,,,{},graph_chain_source,14,,f,{},{},,,"[{""content"": [2, 0, 1, 1, 0, 0, 0, 1, 0], ""is_center"": true, ""vertex_id"": 20}, {""content"": [2, 0, 2, 0, 1, 0, 2, 0, 2], ""is_center"": false, ""vertex_id"": 6}, {""content"": [2, 2, 2, 0, 2, 2, 0, 1, 1], ""is_center"": false, ""vertex_id"": 35}, {""content"": [0, 2, 0, 2, 2, 2, 2, 1, 1], ""is_center"": false, ""vertex_id"": 32}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 41}]",{},,,,,,,,,,,
