,0
0,0.26
1,0.65
2,0.9100000000000001
3,0.98
4,0.96
5,0.94
6,0.75
7,0.83
8,0.8700000000000001
9,0.91
10,0.9400000000000001
11,1.0
12,0.65
13,0.88
14,0.67
15,0.43000000000000005
16,0.47000000000000003
17,0.6299999999999999
18,0.65
19,0.67
20,0.6900000000000001
